STUDYID,DOMAIN,USUBJID,PUID,COHORT,SUBJID,LBSEQ,POOLID,LBGRPID,LBREFID,LBSPID,LBTESTCD,LBTEST,LBCAT,LBSCAT,LBORRES,LBORRESU,LBORNRLO,LBORNRHI,LBSTRESC,LBSTRESN,LBSTRESU,LBSTNRLO,LBSTNRHI,LBSTNRC,LBNRIND,LBSTAT,LBREASND,LBNAM,LBSPEC,LBANTREG,LBSPCCND,LBSPCUFL,LBLOC,LBLAT,LBDIR,LBPORTOT,LBMETHOD,LBBLFL,LBFAST,LBDRVFL,LBTOX,LBTOXGR,LBEXCLFL,LBREASEX,LBUSCHFL,VISITDY,LBDTC,LBENDTC,LBDY,LBENDY,LBNOMDY,LBNOMLBL,LBTPT,LBTPTNUM,LBELTM,LBTPTREF,LBRFTDTC
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0073,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-14,2012-05-14,160,160,1,Week 19,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0074,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,164,164,1,Week 19,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0075,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-18,2012-05-18,164,164,1,Week 19,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0076,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,167,167,1,Week 20,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0077,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-21,2012-05-21,167,167,1,Week 20,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0078,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,170,170,1,Week 20,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0079,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-24,2012-05-24,170,170,1,Week 20,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.008,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,176,176,1,Week 21,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0081,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-05-30,2012-05-30,176,176,1,Week 21,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0082,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,181,181,1,Week 22,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0083,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-04,2012-06-04,181,181,1,Week 22,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0084,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,184,184,1,Week 22,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0085,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-07,2012-06-07,184,184,1,Week 22,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0086,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,188,188,1,Week 23,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0087,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-11,2012-06-11,188,188,1,Week 23,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0088,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,191,191,1,Week 23,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0089,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-14,2012-06-14,191,191,1,Week 23,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.009,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,195,195,1,Week 24,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0091,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-18,2012-06-18,195,195,1,Week 24,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0092,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,198,198,1,Week 24,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0093,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-21,2012-06-21,198,198,1,Week 24,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0094,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,202,202,1,Week 25,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0095,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-25,2012-06-25,202,202,1,Week 25,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0096,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,205,205,1,Week 25,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0097,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-06-28,2012-06-28,205,205,1,Week 25,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0098,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,209,209,1,Week 26,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0099,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-02,2012-07-02,209,209,1,Week 26,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.01,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,212,212,1,Week 26,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a028,N150,a,28,7.0101,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-07-05,2012-07-05,212,212,1,Week 26,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0,,,,,Axis A,Tumor Volume Measurement,,,7.0,mm,,,7.0,7.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-01-02,2012-01-02,27,27,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0001,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),Y,,,,,,,,,2012-01-02,2012-01-02,27,27,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0002,,,,,Axis A,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-05,2012-01-05,30,30,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0003,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-05,2012-01-05,30,30,1,Week 1,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0004,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-09,2012-01-09,34,34,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0005,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-09,2012-01-09,34,34,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0006,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-12,2012-01-12,37,37,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0007,,,,,Axis B,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-12,2012-01-12,37,37,1,Week 2,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0008,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-16,2012-01-16,41,41,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0009,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-16,2012-01-16,41,41,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.001,,,,,Axis A,Tumor Volume Measurement,,,9.5,mm,,,9.5,9.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-19,2012-01-19,44,44,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0011,,,,,Axis B,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-19,2012-01-19,44,44,1,Week 3,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0012,,,,,Axis A,Tumor Volume Measurement,,,10.5,mm,,,10.5,10.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-23,2012-01-23,48,48,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0013,,,,,Axis B,Tumor Volume Measurement,,,10.0,mm,,,10.0,10.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-23,2012-01-23,48,48,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0014,,,,,Axis A,Tumor Volume Measurement,,,9.0,mm,,,9.0,9.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-26,2012-01-26,51,51,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0015,,,,,Axis B,Tumor Volume Measurement,,,8.0,mm,,,8.0,8.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-26,2012-01-26,51,51,1,Week 4,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0016,,,,,Axis A,Tumor Volume Measurement,,,8.5,mm,,,8.5,8.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-30,2012-01-30,55,55,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0017,,,,,Axis B,Tumor Volume Measurement,,,7.5,mm,,,7.5,7.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-01-30,2012-01-30,55,55,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0018,,,,,Axis A,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-02,2012-02-02,58,58,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0019,,,,,Axis B,Tumor Volume Measurement,,,6.5,mm,,,6.5,6.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-02,2012-02-02,58,58,1,Week 5,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.002,,,,,Axis A,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-06,2012-02-06,62,62,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0021,,,,,Axis B,Tumor Volume Measurement,,,6.0,mm,,,6.0,6.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-06,2012-02-06,62,62,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0022,,,,,Axis A,Tumor Volume Measurement,,,5.5,mm,,,5.5,5.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-09,2012-02-09,65,65,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0023,,,,,Axis B,Tumor Volume Measurement,,,5.0,mm,,,5.0,5.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-09,2012-02-09,65,65,1,Week 6,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0024,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-13,2012-02-13,69,69,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0025,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-13,2012-02-13,69,69,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0026,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-16,2012-02-16,72,72,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0027,,,,,Axis B,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-16,2012-02-16,72,72,1,Week 7,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0028,,,,,Axis A,Tumor Volume Measurement,,,4.5,mm,,,4.5,4.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,76,76,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0029,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-20,2012-02-20,76,76,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.003,,,,,Axis A,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,79,79,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0031,,,,,Axis B,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-23,2012-02-23,79,79,1,Week 8,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0032,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,83,83,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0033,,,,,Axis B,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-02-27,2012-02-27,83,83,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0034,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,86,86,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0035,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-01,2012-03-01,86,86,1,Week 9,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0036,,,,,Axis A,Tumor Volume Measurement,,,4.0,mm,,,4.0,4.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,90,90,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0037,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-05,2012-03-05,90,90,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0038,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,93,93,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0039,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-08,2012-03-08,93,93,1,Week 10,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.004,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,97,97,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0041,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-12,2012-03-12,97,97,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0042,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,100,100,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0043,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-15,2012-03-15,100,100,1,Week 11,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0044,,,,,Axis A,Tumor Volume Measurement,,,3.5,mm,,,3.5,3.5,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,104,104,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0045,,,,,Axis B,Tumor Volume Measurement,,,3.0,mm,,,3.0,3.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-19,2012-03-19,104,104,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0046,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,107,107,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0047,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-22,2012-03-22,107,107,1,Week 12,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0048,,,,,Axis A,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,111,111,1,Week 13,,,,,
Xeno Nimo Hypox;FaDu,LB,N150a029,N150,a,29,7.0049,,,,,Axis B,Tumor Volume Measurement,,,0.0,mm,,,0.0,0.0,mm,,,,,,,OncoRay,,heterotope,solid tumor,Y,,,,entire,Mechanical Measurement (Digital Caliber),,,,,,,,,,2012-03-26,2012-03-26,111,111,1,Week 13,,,,,
